group_id,group_title,lesson,question_no,question_jp,romaji,meaning_vi,option_a,option_b,option_c,option_d
1,Động từ thao tác,Mina bài 14,1,つけます nghĩa là gì?,tsukemasu,つけます nghĩa là gì?,bật,tắt / xóa,mở,đóng
1,Động từ thao tác,Mina bài 14,2,けします nghĩa là gì?,keshimasu,けします nghĩa là gì?,tắt / xóa,bật,chờ,rẽ
1,Động từ thao tác,Mina bài 14,3,あけます nghĩa là gì?,akemasu,あけます nghĩa là gì?,mở,đóng,dừng / đỗ,cầm / mang
1,Động từ thao tác,Mina bài 14,4,しめます nghĩa là gì?,shimemasu,しめます nghĩa là gì?,đóng,mở,bật,tắt
1,Động từ thao tác,Mina bài 14,5,いそぎます nghĩa là gì?,isogimasu,いそぎます nghĩa là gì?,vội / gấp,chờ,rẽ,lấy
1,Động từ thao tác,Mina bài 14,6,まちます nghĩa là gì?,machimasu,まちます nghĩa là gì?,chờ,vội,giúp đỡ,gọi
1,Động từ thao tác,Mina bài 14,7,とめます nghĩa là gì?,tomemasu,とめます nghĩa là gì?,dừng / đỗ,rẽ,cầm / mang,nói chuyện
1,Động từ thao tác,Mina bài 14,8,まがります nghĩa là gì?,magarimasu,まがります nghĩa là gì?,rẽ,dừng,chờ,mở
1,Động từ thao tác,Mina bài 14,9,もちます nghĩa là gì?,mochimasu,もちます nghĩa là gì?,cầm / mang,lấy / đưa / chụp,giúp đỡ,cho xem
1,Động từ thao tác,Mina bài 14,10,とります nghĩa là gì?,torimasu,とります nghĩa là gì?,lấy / đưa / chụp,cầm / mang,gọi,bắt đầu
