group_id,group_title,lesson,question_no,question_jp,romaji,meaning_vi,option_a,option_b,option_c,option_d
7,Việt → Nhật / người và động vật,Mina bài 10,1,“có / ở” dùng cho đồ vật là từ nào?,“có / ở” dung cho do vat la tu nao?,“có / ở” dùng cho đồ vật là từ nào?,あります,います,いろいろ,どこ
7,Việt → Nhật / người và động vật,Mina bài 10,2,"“có / ở” dùng cho người, động vật là từ nào?","“có / ở” dung cho nguoi, dong vat la tu nao?","“có / ở” dùng cho người, động vật là từ nào?",います,あります,なに,だれ
7,Việt → Nhật / người và động vật,Mina bài 10,3,“nhiều loại / đa dạng” là từ nào?,“nhiều loại / đa dạng” la tu nao?,“nhiều loại / đa dạng” là từ nào?,いろいろ,たくさん,すこし,ぜんぜん
7,Việt → Nhật / người và động vật,Mina bài 10,4,“người đàn ông” là từ nào?,“người đàn ông” la tu nao?,“người đàn ông” là từ nào?,おとこのひと,おんなのひと,おとこのこ,おんなのこ
7,Việt → Nhật / người và động vật,Mina bài 10,5,“người phụ nữ” là từ nào?,“người phụ nữ” la tu nao?,“người phụ nữ” là từ nào?,おんなのひと,おとこのひと,おんなのこ,おとこのこ
7,Việt → Nhật / người và động vật,Mina bài 10,6,“bé trai” là từ nào?,“bé trai” la tu nao?,“bé trai” là từ nào?,おとこのこ,おんなのこ,おとこのひと,おんなのひと
7,Việt → Nhật / người và động vật,Mina bài 10,7,“bé gái” là từ nào?,“bé gái” la tu nao?,“bé gái” là từ nào?,おんなのこ,おとこのこ,おんなのひと,おとこのひと
7,Việt → Nhật / người và động vật,Mina bài 10,8,“chó” là từ nào?,“chó” la tu nao?,“chó” là từ nào?,犬（いぬ）,ねこ,パンダ,ぞう
7,Việt → Nhật / người và động vật,Mina bài 10,9,“mèo” là từ nào?,“mèo” la tu nao?,“mèo” là từ nào?,ねこ,犬（いぬ）,ぞう,パンダ
7,Việt → Nhật / người và động vật,Mina bài 10,10,“voi” là từ nào?,“voi” la tu nao?,“voi” là từ nào?,ぞう,パンダ,ねこ,犬（いぬ）
